Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
pMEDICI,MCA_7,100,926,477.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_7,0,1031,281.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_7,100,1010,355.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_7,0,1024,284.0,3,RANDOM,
pMEDICI,MCA_7,100,927,451.0,3,RANDOM,
ACTS,MCA_7,0,132,0.0,2,,
PICT w SEEDS,MCA_7,0,132,33.0,3,,
PICT,MCA_7,100,132,32.0,3,,
ACTS w SEEDS,MCA_7,0,924,1.0,3,,
ACTS,MCA_7,100,924,1.0,3,,
pMEDICI+,MCA_7,0,942,313.0,3,AS_DECLARED,
pMEDICI,MCA_7,100,943,429.0,3,AS_DECLARED,
pMEDICI+,MCA_7,0,933,325.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_7,100,927,474.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_7,0,1030,282.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_7,100,1032,361.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_7,0,950,283.0,3,RANDOM,
pMEDICI,MCA_7,100,931,514.0,3,RANDOM,
ACTS,MCA_8,0,217,2.0,2,,
PICT w SEEDS,MCA_8,0,217,94.0,3,,
PICT,MCA_8,100,240,86.0,3,,
ACTS w SEEDS,MCA_8,0,3016,74.0,3,,
ACTS,MCA_8,100,3016,73.0,3,,
pMEDICI+,MCA_8,0,4063,20841.0,3,AS_DECLARED,
pMEDICI,MCA_8,100,4009,35985.0,3,AS_DECLARED,
pMEDICI+,MCA_8,0,3745,27223.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_8,100,3725,49895.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_8,0,4668,17548.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_8,100,4624,40227.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_8,0,4342,21464.0,3,RANDOM,
pMEDICI,MCA_8,100,4613,43801.0,3,RANDOM,
ACTS,MCA_8,0,217,4.0,2,,
PICT w SEEDS,MCA_8,0,217,91.0,3,,
PICT,MCA_8,100,240,90.0,3,,
ACTS w SEEDS,MCA_8,0,3016,98.0,3,,
ACTS,MCA_8,100,3016,87.0,3,,
pMEDICI+,MCA_8,0,4049,20976.0,3,AS_DECLARED,
pMEDICI,MCA_8,100,4059,35958.0,3,AS_DECLARED,
pMEDICI+,MCA_8,0,3741,27244.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_8,100,3752,50770.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_8,0,4630,17662.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_8,100,4647,36227.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_8,0,4183,19890.0,3,RANDOM,
pMEDICI,MCA_8,100,4313,39158.0,3,RANDOM,
ACTS,MCA_8,0,217,2.0,2,,
PICT w SEEDS,MCA_8,0,217,72.0,3,,
PICT,MCA_8,100,240,63.0,3,,
ACTS w SEEDS,MCA_8,0,3016,74.0,3,,
ACTS,MCA_8,100,3016,74.0,3,,
pMEDICI+,MCA_8,0,4028,21142.0,3,AS_DECLARED,
pMEDICI,MCA_8,100,4035,35288.0,3,AS_DECLARED,
pMEDICI+,MCA_8,0,3744,27016.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_8,100,3732,48130.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_8,0,4599,17365.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_8,100,4631,36832.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_8,0,3828,21326.0,3,RANDOM,
pMEDICI,MCA_8,100,4250,39008.0,3,RANDOM,
ACTS,MCA_8,0,217,2.0,2,,
PICT w SEEDS,MCA_8,0,217,67.0,3,,
PICT,MCA_8,100,240,64.0,3,,
ACTS w SEEDS,MCA_8,0,3016,73.0,3,,
ACTS,MCA_8,100,3016,76.0,3,,
pMEDICI+,MCA_8,0,4022,20511.0,3,AS_DECLARED,
pMEDICI,MCA_8,100,4041,35603.0,3,AS_DECLARED,
pMEDICI+,MCA_8,0,3739,27319.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_8,100,3733,47459.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_8,0,4691,17759.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_8,100,4629,36251.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_8,0,4603,20412.0,3,RANDOM,
pMEDICI,MCA_8,100,4244,37102.0,3,RANDOM,
ACTS,MCA_8,0,217,2.0,2,,
PICT w SEEDS,MCA_8,0,217,78.0,3,,
PICT,MCA_8,100,240,63.0,3,,
ACTS w SEEDS,MCA_8,0,3016,74.0,3,,
ACTS,MCA_8,100,3016,73.0,3,,
pMEDICI+,MCA_8,0,4038,20785.0,3,AS_DECLARED,
pMEDICI,MCA_8,100,4047,35452.0,3,AS_DECLARED,
pMEDICI+,MCA_8,0,3766,26666.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_8,100,3753,48057.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_8,0,4632,17699.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_8,100,4612,37877.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_8,0,4112,19940.0,3,RANDOM,
pMEDICI,MCA_8,100,4229,40821.0,3,RANDOM,
ACTS,MCA_9,0,183,1.0,2,,
PICT w SEEDS,MCA_9,0,183,45.0,3,,
PICT,MCA_9,100,223,47.0,3,,
ACTS w SEEDS,MCA_9,0,2709,19.0,3,,
ACTS,MCA_9,100,2709,18.0,3,,
pMEDICI+,MCA_9,0,3541,9446.0,3,AS_DECLARED,
pMEDICI,MCA_9,100,3524,10493.0,3,AS_DECLARED,
pMEDICI+,MCA_9,0,3277,10868.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_9,100,3312,13058.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_9,0,3999,8894.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_9,100,4007,10556.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_9,0,3828,9805.0,3,RANDOM,
pMEDICI,MCA_9,100,3560,11656.0,3,RANDOM,
ACTS,MCA_9,0,183,1.0,2,,
PICT w SEEDS,MCA_9,0,183,41.0,3,,
PICT,MCA_9,100,223,40.0,3,,
ACTS w SEEDS,MCA_9,0,2709,18.0,3,,
ACTS,MCA_9,100,2709,19.0,3,,
pMEDICI+,MCA_9,0,3515,9326.0,3,AS_DECLARED,
pMEDICI,MCA_9,100,3490,10468.0,3,AS_DECLARED,
pMEDICI+,MCA_9,0,3281,11034.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_9,100,3287,13016.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_9,0,4005,8940.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_9,100,3988,10550.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_9,0,3450,9507.0,3,RANDOM,
pMEDICI,MCA_9,100,3569,12037.0,3,RANDOM,
ACTS,MCA_9,0,183,1.0,2,,
PICT w SEEDS,MCA_9,0,183,42.0,3,,
PICT,MCA_9,100,223,40.0,3,,
ACTS w SEEDS,MCA_9,0,2709,19.0,3,,
ACTS,MCA_9,100,2709,18.0,3,,
pMEDICI+,MCA_9,0,3550,9332.0,3,AS_DECLARED,
pMEDICI,MCA_9,100,3495,10534.0,3,AS_DECLARED,
pMEDICI+,MCA_9,0,3292,11126.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_9,100,3308,13117.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_9,0,3976,8949.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_9,100,3990,10442.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_9,0,3376,10806.0,3,RANDOM,
pMEDICI,MCA_9,100,3344,11369.0,3,RANDOM,
ACTS,MCA_9,0,183,1.0,2,,
PICT w SEEDS,MCA_9,0,183,42.0,3,,
PICT,MCA_9,100,223,40.0,3,,
ACTS w SEEDS,MCA_9,0,2709,19.0,3,,
ACTS,MCA_9,100,2709,19.0,3,,
pMEDICI+,MCA_9,0,3520,9221.0,3,AS_DECLARED,
pMEDICI,MCA_9,100,3491,10338.0,3,AS_DECLARED,
pMEDICI+,MCA_9,0,3267,10741.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_9,100,3274,13173.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_9,0,3986,8973.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_9,100,3977,10503.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_9,0,3724,9339.0,3,RANDOM,
pMEDICI,MCA_9,100,3770,10950.0,3,RANDOM,
ACTS,MCA_9,0,183,1.0,2,,
PICT w SEEDS,MCA_9,0,183,52.0,3,,
PICT,MCA_9,100,223,42.0,3,,
ACTS w SEEDS,MCA_9,0,2709,18.0,3,,
ACTS,MCA_9,100,2709,19.0,3,,
pMEDICI+,MCA_9,0,3554,9311.0,3,AS_DECLARED,
pMEDICI,MCA_9,100,3529,10354.0,3,AS_DECLARED,
pMEDICI+,MCA_9,0,3306,10775.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_9,100,3282,12973.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_9,0,3985,8897.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_9,100,3983,10598.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_9,0,3858,9108.0,3,RANDOM,
pMEDICI,MCA_9,100,3748,12036.0,3,RANDOM,
ACTS,BOOLC_0,0,10,2430.0,2,,
PICT w SEEDS,BOOLC_0,0,0,-1.0,3,,
PICT,BOOLC_0,100,0,78.0,3,,
ACTS w SEEDS,BOOLC_0,0,22,16093.0,3,,
ACTS,BOOLC_0,100,22,15647.0,3,,
pMEDICI+,BOOLC_0,0,26,792.0,3,AS_DECLARED,
pMEDICI,BOOLC_0,100,28,370.0,3,AS_DECLARED,
pMEDICI+,BOOLC_0,0,25,291.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_0,100,28,341.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,0,27,295.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_0,100,26,339.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,0,26,296.0,3,RANDOM,
pMEDICI,BOOLC_0,100,25,325.0,3,RANDOM,
ACTS,BOOLC_0,0,10,795.0,2,,
PICT w SEEDS,BOOLC_0,0,0,-1.0,3,,
PICT,BOOLC_0,100,0,99.0,3,,
ACTS w SEEDS,BOOLC_0,0,22,15866.0,3,,
ACTS,BOOLC_0,100,22,15081.0,3,,
pMEDICI+,BOOLC_0,0,24,292.0,3,AS_DECLARED,
pMEDICI,BOOLC_0,100,27,326.0,3,AS_DECLARED,
pMEDICI+,BOOLC_0,0,26,279.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_0,100,23,303.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,0,24,273.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_0,100,25,290.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,0,25,241.0,3,RANDOM,
pMEDICI,BOOLC_0,100,22,252.0,3,RANDOM,
ACTS,BOOLC_0,0,10,759.0,2,,
PICT w SEEDS,BOOLC_0,0,0,-1.0,3,,
PICT,BOOLC_0,100,0,99.0,3,,
ACTS w SEEDS,BOOLC_0,0,22,15416.0,3,,
ACTS,BOOLC_0,100,22,15526.0,3,,
pMEDICI+,BOOLC_0,0,25,267.0,3,AS_DECLARED,
pMEDICI,BOOLC_0,100,25,294.0,3,AS_DECLARED,
pMEDICI+,BOOLC_0,0,26,289.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_0,100,27,363.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,0,24,279.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_0,100,24,278.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,0,23,200.0,3,RANDOM,
pMEDICI,BOOLC_0,100,25,296.0,3,RANDOM,
ACTS,BOOLC_0,0,10,772.0,2,,
PICT w SEEDS,BOOLC_0,0,0,-1.0,3,,
PICT,BOOLC_0,100,0,98.0,3,,
ACTS w SEEDS,BOOLC_0,0,22,16469.0,3,,
ACTS,BOOLC_0,100,22,17071.0,3,,
pMEDICI+,BOOLC_0,0,27,310.0,3,AS_DECLARED,
pMEDICI,BOOLC_0,100,26,332.0,3,AS_DECLARED,
pMEDICI+,BOOLC_0,0,29,303.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_0,100,24,285.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,0,25,279.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_0,100,25,285.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,0,25,256.0,3,RANDOM,
pMEDICI,BOOLC_0,100,24,266.0,3,RANDOM,
ACTS,BOOLC_0,0,10,816.0,2,,
PICT w SEEDS,BOOLC_0,0,0,-1.0,3,,
PICT,BOOLC_0,100,0,106.0,3,,
ACTS w SEEDS,BOOLC_0,0,22,16733.0,3,,
ACTS,BOOLC_0,100,22,18114.0,3,,
pMEDICI+,BOOLC_0,0,24,269.0,3,AS_DECLARED,
pMEDICI,BOOLC_0,100,28,347.0,3,AS_DECLARED,
pMEDICI+,BOOLC_0,0,26,293.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_0,100,26,345.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,0,25,273.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_0,100,27,295.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,0,25,273.0,3,RANDOM,
pMEDICI,BOOLC_0,100,24,210.0,3,RANDOM,
ACTS,BOOLC_1,0,12,293.0,2,,
PICT w SEEDS,BOOLC_1,0,12,44.0,3,,
PICT,BOOLC_1,100,11,39.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,125.0,3,,
ACTS,BOOLC_1,100,29,135.0,3,,
pMEDICI+,BOOLC_1,0,34,119.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,32,98.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,34,31.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,32,66.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,35,29.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,34,61.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,33,33.0,3,RANDOM,
pMEDICI,BOOLC_1,100,31,58.0,3,RANDOM,
ACTS,BOOLC_1,0,12,3.0,2,,
PICT w SEEDS,BOOLC_1,0,12,45.0,3,,
PICT,BOOLC_1,100,11,38.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,74.0,3,,
ACTS,BOOLC_1,100,29,70.0,3,,
pMEDICI+,BOOLC_1,0,30,27.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,34,58.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,34,27.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,31,50.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,32,25.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,33,53.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,33,28.0,3,RANDOM,
pMEDICI,BOOLC_1,100,32,56.0,3,RANDOM,
ACTS,BOOLC_1,0,12,1.0,2,,
PICT w SEEDS,BOOLC_1,0,12,38.0,3,,
PICT,BOOLC_1,100,11,35.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,65.0,3,,
ACTS,BOOLC_1,100,29,59.0,3,,
pMEDICI+,BOOLC_1,0,33,34.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,33,53.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,34,27.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,32,51.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,34,31.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,33,63.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,32,30.0,3,RANDOM,
pMEDICI,BOOLC_1,100,34,49.0,3,RANDOM,
ACTS,BOOLC_1,0,12,0.0,2,,
PICT w SEEDS,BOOLC_1,0,12,34.0,3,,
PICT,BOOLC_1,100,11,31.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,63.0,3,,
ACTS,BOOLC_1,100,29,52.0,3,,
pMEDICI+,BOOLC_1,0,34,24.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,34,55.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,32,25.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,35,50.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,33,25.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,31,55.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,34,26.0,3,RANDOM,
pMEDICI,BOOLC_1,100,34,51.0,3,RANDOM,
ACTS,BOOLC_1,0,12,1.0,2,,
PICT w SEEDS,BOOLC_1,0,12,37.0,3,,
PICT,BOOLC_1,100,11,33.0,3,,
ACTS w SEEDS,BOOLC_1,0,29,56.0,3,,
ACTS,BOOLC_1,100,29,49.0,3,,
pMEDICI+,BOOLC_1,0,34,25.0,3,AS_DECLARED,
pMEDICI,BOOLC_1,100,32,51.0,3,AS_DECLARED,
pMEDICI+,BOOLC_1,0,33,24.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_1,100,32,45.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_1,0,33,25.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_1,100,39,48.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_1,0,35,27.0,3,RANDOM,
pMEDICI,BOOLC_1,100,33,45.0,3,RANDOM,
ACTS,BOOLC_2,0,8,724.0,2,,
PICT w SEEDS,BOOLC_2,0,8,263.0,3,,
PICT,BOOLC_2,100,9,42.0,3,,
ACTS w SEEDS,BOOLC_2,0,26,2239.0,3,,
ACTS,BOOLC_2,100,26,1839.0,3,,
pMEDICI+,BOOLC_2,0,29,209.0,3,AS_DECLARED,
pMEDICI,BOOLC_2,100,31,139.0,3,AS_DECLARED,
pMEDICI+,BOOLC_2,0,27,85.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_2,100,30,114.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_2,0,27,73.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_2,100,30,104.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_2,0,29,68.0,3,RANDOM,
pMEDICI,BOOLC_2,100,29,103.0,3,RANDOM,
ACTS,BOOLC_2,0,10,1.0,2,,
PICT w SEEDS,BOOLC_2,0,9,43.0,3,,
PICT,BOOLC_2,100,9,36.0,3,,
ACTS w SEEDS,BOOLC_2,0,26,1895.0,3,,
ACTS,BOOLC_2,100,26,1860.0,3,,
pMEDICI+,BOOLC_2,0,28,69.0,3,AS_DECLARED,
pMEDICI,BOOLC_2,100,31,85.0,3,AS_DECLARED,
pMEDICI+,BOOLC_2,0,29,75.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_2,100,29,94.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_2,0,29,84.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_2,100,31,121.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_2,0,28,73.0,3,RANDOM,
pMEDICI,BOOLC_2,100,28,99.0,3,RANDOM,
ACTS,BOOLC_2,0,10,1.0,2,,
PICT w SEEDS,BOOLC_2,0,9,45.0,3,,
PICT,BOOLC_2,100,9,42.0,3,,
ACTS w SEEDS,BOOLC_2,0,26,2001.0,3,,
ACTS,BOOLC_2,100,26,1910.0,3,,
pMEDICI+,BOOLC_2,0,30,65.0,3,AS_DECLARED,
pMEDICI,BOOLC_2,100,26,92.0,3,AS_DECLARED,
pMEDICI+,BOOLC_2,0,31,82.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_2,100,28,93.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_2,0,30,66.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_2,100,27,94.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_2,0,29,71.0,3,RANDOM,
pMEDICI,BOOLC_2,100,27,71.0,3,RANDOM,
ACTS,BOOLC_2,0,10,0.0,2,,
PICT w SEEDS,BOOLC_2,0,9,33.0,3,,
PICT,BOOLC_2,100,9,31.0,3,,
ACTS w SEEDS,BOOLC_2,0,26,1801.0,3,,
ACTS,BOOLC_2,100,26,1820.0,3,,
pMEDICI+,BOOLC_2,0,27,63.0,3,AS_DECLARED,
pMEDICI,BOOLC_2,100,28,96.0,3,AS_DECLARED,
pMEDICI+,BOOLC_2,0,27,57.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_2,100,27,80.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_2,0,30,63.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_2,100,27,81.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_2,0,27,61.0,3,RANDOM,
pMEDICI,BOOLC_2,100,27,82.0,3,RANDOM,
ACTS,BOOLC_2,0,10,0.0,2,,
PICT w SEEDS,BOOLC_2,0,9,36.0,3,,
PICT,BOOLC_2,100,9,36.0,3,,
ACTS w SEEDS,BOOLC_2,0,26,1794.0,3,,
ACTS,BOOLC_2,100,26,1811.0,3,,
pMEDICI+,BOOLC_2,0,28,60.0,3,AS_DECLARED,
pMEDICI,BOOLC_2,100,26,76.0,3,AS_DECLARED,
pMEDICI+,BOOLC_2,0,28,60.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_2,100,29,80.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_2,0,29,67.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_2,100,30,76.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_2,0,30,66.0,3,RANDOM,
pMEDICI,BOOLC_2,100,28,65.0,3,RANDOM,
ACTS,BOOLC_3,0,12,295.0,2,,
PICT w SEEDS,BOOLC_3,0,12,51.0,3,,
PICT,BOOLC_3,100,13,38.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,169.0,3,,
ACTS,BOOLC_3,100,33,150.0,3,,
pMEDICI+,BOOLC_3,0,38,360.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,36,256.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,38,262.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,37,308.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,36,214.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,36,256.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,37,202.0,3,RANDOM,
pMEDICI,BOOLC_3,100,39,217.0,3,RANDOM,
ACTS,BOOLC_3,0,12,30.0,2,,
PICT w SEEDS,BOOLC_3,0,12,48.0,3,,
PICT,BOOLC_3,100,13,32.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,93.0,3,,
ACTS,BOOLC_3,100,33,74.0,3,,
pMEDICI+,BOOLC_3,0,36,210.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,37,275.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,37,212.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,36,224.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,36,249.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,37,217.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,37,261.0,3,RANDOM,
pMEDICI,BOOLC_3,100,36,245.0,3,RANDOM,
ACTS,BOOLC_3,0,12,21.0,2,,
PICT w SEEDS,BOOLC_3,0,12,35.0,3,,
PICT,BOOLC_3,100,13,35.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,78.0,3,,
ACTS,BOOLC_3,100,33,70.0,3,,
pMEDICI+,BOOLC_3,0,37,239.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,39,273.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,37,214.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,36,216.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,35,190.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,38,248.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,36,246.0,3,RANDOM,
pMEDICI,BOOLC_3,100,37,234.0,3,RANDOM,
ACTS,BOOLC_3,0,12,20.0,2,,
PICT w SEEDS,BOOLC_3,0,12,37.0,3,,
PICT,BOOLC_3,100,13,36.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,70.0,3,,
ACTS,BOOLC_3,100,33,66.0,3,,
pMEDICI+,BOOLC_3,0,37,187.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,36,227.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,35,213.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,38,219.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,36,201.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,35,214.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,36,214.0,3,RANDOM,
pMEDICI,BOOLC_3,100,38,273.0,3,RANDOM,
ACTS,BOOLC_3,0,12,22.0,2,,
PICT w SEEDS,BOOLC_3,0,12,36.0,3,,
PICT,BOOLC_3,100,13,36.0,3,,
ACTS w SEEDS,BOOLC_3,0,33,62.0,3,,
ACTS,BOOLC_3,100,33,60.0,3,,
pMEDICI+,BOOLC_3,0,38,252.0,3,AS_DECLARED,
pMEDICI,BOOLC_3,100,37,236.0,3,AS_DECLARED,
pMEDICI+,BOOLC_3,0,36,205.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_3,100,36,210.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_3,0,37,184.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_3,100,37,209.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_3,0,37,205.0,3,RANDOM,
pMEDICI,BOOLC_3,100,38,244.0,3,RANDOM,
ACTS,BOOLC_4,0,12,839.0,2,,
