Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
KALI,UNIFORM_BOOLEAN_0,0,17,586.0,2,,
PICT,UNIFORM_BOOLEAN_0,0,17,54.0,2,,
ACTS,UNIFORM_BOOLEAN_0,0,12,36.0,2,,
pMEDICI+,UNIFORM_BOOLEAN_0,0,17,482.0,2,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_0,0,17,33.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_0,0,17,31.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_0,0,17,7.0,2,RANDOM,
PICT,UNIFORM_BOOLEAN_0,10,14,37.0,2,,
ACTS,UNIFORM_BOOLEAN_0,10,12,2.0,2,,
pMEDICI+,UNIFORM_BOOLEAN_0,10,17,8.0,2,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_0,10,17,6.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_0,10,17,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_0,10,17,5.0,2,RANDOM,
PICT,UNIFORM_BOOLEAN_0,20,13,39.0,2,,
ACTS,UNIFORM_BOOLEAN_0,20,12,2.0,2,,
pMEDICI+,UNIFORM_BOOLEAN_0,20,17,5.0,2,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_0,20,17,5.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_0,20,17,5.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_0,20,17,4.0,2,RANDOM,
PICT,UNIFORM_BOOLEAN_0,30,14,45.0,2,,
ACTS,UNIFORM_BOOLEAN_0,30,12,2.0,2,,
pMEDICI+,UNIFORM_BOOLEAN_0,30,17,4.0,2,AS_DECLARED,
pMEDICI+,UNIFORM_BOOLEAN_0,30,17,4.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,UNIFORM_BOOLEAN_0,30,17,4.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,UNIFORM_BOOLEAN_0,30,17,5.0,2,RANDOM,
PICT,UNIFORM_BOOLEAN_0,40,14,32.0,2,,
ACTS,UNIFORM_BOOLEAN_0,40,12,2.0,2,,
