Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
KALI,MCAC_7,0,410,60534.0,2,,
PICT,MCAC_7,0,0,-1.0,2,,
ACTS,MCAC_7,0,226,48127.0,2,,
pMEDICI+,MCAC_7,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,0,0,-1.0,2,RANDOM,
PICT,MCAC_7,10,436,216.0,2,,
ACTS,MCAC_7,10,226,48940.0,2,,
pMEDICI+,MCAC_7,10,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,10,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,10,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,10,0,-1.0,2,RANDOM,
PICT,MCAC_7,20,423,138.0,2,,
ACTS,MCAC_7,20,226,47174.0,2,,
pMEDICI+,MCAC_7,20,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,20,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,20,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,20,0,-1.0,2,RANDOM,
PICT,MCAC_7,30,362,134.0,2,,
ACTS,MCAC_7,30,226,47388.0,2,,
pMEDICI+,MCAC_7,30,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,30,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,30,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,30,0,-1.0,2,RANDOM,
PICT,MCAC_7,40,301,140.0,2,,
ACTS,MCAC_7,40,226,46411.0,2,,
pMEDICI+,MCAC_7,40,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,40,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,40,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,40,0,-1.0,2,RANDOM,
PICT,MCAC_7,50,239,148.0,2,,
ACTS,MCAC_7,50,226,47419.0,2,,
pMEDICI+,MCAC_7,50,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,50,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,50,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,50,0,-1.0,2,RANDOM,
PICT,MCAC_7,60,243,148.0,2,,
ACTS,MCAC_7,60,226,46329.0,2,,
pMEDICI+,MCAC_7,60,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,60,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_7,60,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_7,60,0,-1.0,2,RANDOM,
PICT,MCAC_7,70,243,147.0,2,,
ACTS,MCAC_7,70,226,47106.0,2,,
pMEDICI+,MCAC_7,70,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_7,70,0,-1.0,2,IN_ORDER_SIZE_DESC,
