Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
pMEDICI+,BOOLC_6,0,19,1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,20,10.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,22,1.0,3,RANDOM,
pMEDICI,BOOLC_6,100,16,10.0,3,RANDOM,
ACTS,BOOLC_6,0,8,6.0,2,,
PICT w SEEDS,BOOLC_6,0,8,20.0,3,,
PICT,BOOLC_6,100,6,19.0,3,,
ACTS w SEEDS,BOOLC_6,0,13,5.0,3,,
ACTS,BOOLC_6,100,13,11.0,3,,
pMEDICI+,BOOLC_6,0,17,1.0,3,AS_DECLARED,
pMEDICI,BOOLC_6,100,20,9.0,3,AS_DECLARED,
pMEDICI+,BOOLC_6,0,20,2.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_6,100,19,11.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_6,0,17,1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_6,100,18,9.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_6,0,18,1.0,3,RANDOM,
pMEDICI,BOOLC_6,100,16,11.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,10,29.0,3,,
PICT,BOOLC_7,100,9,27.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,28,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,28,18.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,26,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,34,16.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,29,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,27,17.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,28,6.0,3,RANDOM,
pMEDICI,BOOLC_7,100,25,15.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,10,27.0,3,,
PICT,BOOLC_7,100,9,22.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,27,4.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,30,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,27,5.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,30,14.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,29,4.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,26,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,29,4.0,3,RANDOM,
pMEDICI,BOOLC_7,100,26,15.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,10,20.0,3,,
PICT,BOOLC_7,100,9,24.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,29,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,32,16.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,29,6.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,25,14.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,27,4.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,29,13.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,27,5.0,3,RANDOM,
pMEDICI,BOOLC_7,100,26,13.0,3,RANDOM,
ACTS,BOOLC_7,0,10,0.0,2,,
PICT w SEEDS,BOOLC_7,0,10,21.0,3,,
PICT,BOOLC_7,100,9,29.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,1.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,27,6.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,28,14.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,30,4.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,27,16.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,28,6.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,27,15.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,27,5.0,3,RANDOM,
pMEDICI,BOOLC_7,100,28,18.0,3,RANDOM,
ACTS,BOOLC_7,0,10,1.0,2,,
PICT w SEEDS,BOOLC_7,0,10,30.0,3,,
PICT,BOOLC_7,100,9,21.0,3,,
ACTS w SEEDS,BOOLC_7,0,22,2.0,3,,
ACTS,BOOLC_7,100,22,1.0,3,,
pMEDICI+,BOOLC_7,0,28,5.0,3,AS_DECLARED,
pMEDICI,BOOLC_7,100,32,15.0,3,AS_DECLARED,
pMEDICI+,BOOLC_7,0,27,5.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_7,100,31,14.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_7,0,29,5.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_7,100,29,13.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_7,0,28,6.0,3,RANDOM,
pMEDICI,BOOLC_7,100,27,14.0,3,RANDOM,
ACTS,BOOLC_8,0,11,1205.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,157.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,13763.0,3,,
ACTS,BOOLC_8,100,28,13777.0,3,,
pMEDICI+,BOOLC_8,0,28,114.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,26,144.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,25,110.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,27,134.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,26,117.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,26,152.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,26,116.0,3,RANDOM,
pMEDICI,BOOLC_8,100,29,144.0,3,RANDOM,
ACTS,BOOLC_8,0,12,0.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,152.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,13823.0,3,,
ACTS,BOOLC_8,100,28,13361.0,3,,
pMEDICI+,BOOLC_8,0,27,137.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,27,129.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,28,127.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,27,148.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,25,114.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,26,135.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,27,121.0,3,RANDOM,
pMEDICI,BOOLC_8,100,30,157.0,3,RANDOM,
ACTS,BOOLC_8,0,12,0.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,165.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,13580.0,3,,
ACTS,BOOLC_8,100,28,14000.0,3,,
pMEDICI+,BOOLC_8,0,29,137.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,25,128.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,27,125.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,26,153.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,26,141.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,28,142.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,29,134.0,3,RANDOM,
pMEDICI,BOOLC_8,100,28,152.0,3,RANDOM,
ACTS,BOOLC_8,0,12,0.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,145.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,12975.0,3,,
ACTS,BOOLC_8,100,28,13044.0,3,,
pMEDICI+,BOOLC_8,0,27,132.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,28,144.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,28,129.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,28,143.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,28,132.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,27,131.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,26,120.0,3,RANDOM,
pMEDICI,BOOLC_8,100,26,145.0,3,RANDOM,
ACTS,BOOLC_8,0,12,1.0,2,,
PICT w SEEDS,BOOLC_8,0,0,-1.0,3,,
PICT,BOOLC_8,100,0,158.0,3,,
ACTS w SEEDS,BOOLC_8,0,28,13578.0,3,,
ACTS,BOOLC_8,100,28,13785.0,3,,
pMEDICI+,BOOLC_8,0,28,136.0,3,AS_DECLARED,
pMEDICI,BOOLC_8,100,27,138.0,3,AS_DECLARED,
pMEDICI+,BOOLC_8,0,26,145.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_8,100,26,138.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_8,0,27,124.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_8,100,27,151.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_8,0,26,111.0,3,RANDOM,
pMEDICI,BOOLC_8,100,29,147.0,3,RANDOM,
ACTS,BOOLC_9,0,11,298.0,2,,
PICT w SEEDS,BOOLC_9,0,11,38705.0,3,,
PICT,BOOLC_9,100,0,-1.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,2409.0,3,,
ACTS,BOOLC_9,100,34,2233.0,3,,
pMEDICI+,BOOLC_9,0,38,46.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,36,53.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,39,48.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,39,59.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,37,47.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,41,65.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,37,48.0,3,RANDOM,
pMEDICI,BOOLC_9,100,40,61.0,3,RANDOM,
ACTS,BOOLC_9,0,10,0.0,2,,
PICT w SEEDS,BOOLC_9,0,0,-1.0,3,,
PICT,BOOLC_9,100,0,113.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,2385.0,3,,
ACTS,BOOLC_9,100,34,2296.0,3,,
pMEDICI+,BOOLC_9,0,38,46.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,38,58.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,39,44.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,39,69.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,40,54.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,39,69.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,38,44.0,3,RANDOM,
pMEDICI,BOOLC_9,100,37,65.0,3,RANDOM,
ACTS,BOOLC_9,0,10,1.0,2,,
PICT w SEEDS,BOOLC_9,0,0,-1.0,3,,
PICT,BOOLC_9,100,0,146.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,2243.0,3,,
ACTS,BOOLC_9,100,34,2170.0,3,,
pMEDICI+,BOOLC_9,0,38,48.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,38,58.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,43,52.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,36,61.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,41,49.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,38,61.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,38,50.0,3,RANDOM,
pMEDICI,BOOLC_9,100,36,59.0,3,RANDOM,
ACTS,BOOLC_9,0,10,0.0,2,,
PICT w SEEDS,BOOLC_9,0,0,-1.0,3,,
PICT,BOOLC_9,100,0,158.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,2241.0,3,,
ACTS,BOOLC_9,100,34,2168.0,3,,
pMEDICI+,BOOLC_9,0,37,47.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,40,70.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,36,48.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,35,62.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,40,50.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,39,60.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,39,50.0,3,RANDOM,
pMEDICI,BOOLC_9,100,42,69.0,3,RANDOM,
ACTS,BOOLC_9,0,10,0.0,2,,
PICT w SEEDS,BOOLC_9,0,0,-1.0,3,,
PICT,BOOLC_9,100,0,157.0,3,,
ACTS w SEEDS,BOOLC_9,0,34,2447.0,3,,
ACTS,BOOLC_9,100,34,2278.0,3,,
pMEDICI+,BOOLC_9,0,38,49.0,3,AS_DECLARED,
pMEDICI,BOOLC_9,100,40,67.0,3,AS_DECLARED,
pMEDICI+,BOOLC_9,0,39,50.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,BOOLC_9,100,38,71.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_9,0,37,46.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,BOOLC_9,100,37,57.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_9,0,37,51.0,3,RANDOM,
pMEDICI,BOOLC_9,100,40,61.0,3,RANDOM,
ACTS,MCAC_0,0,182,256393.0,2,,
PICT w SEEDS,MCAC_0,0,0,-1.0,3,,
PICT,MCAC_0,100,0,160.0,3,,
ACTS w SEEDS,MCAC_0,0,0,-1.0,3,,
ACTS,MCAC_0,100,0,-1.0,3,,
pMEDICI+,MCAC_0,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_0,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_0,100,0,-1.0,3,RANDOM,
ACTS,MCAC_0,0,201,4.0,2,,
PICT w SEEDS,MCAC_0,0,0,-1.0,3,,
PICT,MCAC_0,100,0,131.0,3,,
ACTS w SEEDS,MCAC_0,0,0,-1.0,3,,
ACTS,MCAC_0,100,0,-1.0,3,,
pMEDICI+,MCAC_0,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_0,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_0,100,0,-1.0,3,RANDOM,
ACTS,MCAC_0,0,201,4.0,2,,
PICT w SEEDS,MCAC_0,0,0,-1.0,3,,
PICT,MCAC_0,100,0,128.0,3,,
ACTS w SEEDS,MCAC_0,0,0,-1.0,3,,
ACTS,MCAC_0,100,0,-1.0,3,,
pMEDICI+,MCAC_0,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_0,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_0,100,0,-1.0,3,RANDOM,
ACTS,MCAC_0,0,201,3.0,2,,
PICT w SEEDS,MCAC_0,0,0,-1.0,3,,
PICT,MCAC_0,100,0,105.0,3,,
ACTS w SEEDS,MCAC_0,0,0,-1.0,3,,
ACTS,MCAC_0,100,0,-1.0,3,,
pMEDICI+,MCAC_0,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_0,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_0,100,0,-1.0,3,RANDOM,
ACTS,MCAC_0,0,201,4.0,2,,
PICT w SEEDS,MCAC_0,0,0,-1.0,3,,
PICT,MCAC_0,100,0,99.0,3,,
ACTS w SEEDS,MCAC_0,0,0,-1.0,3,,
ACTS,MCAC_0,100,0,-1.0,3,,
pMEDICI+,MCAC_0,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_0,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_0,100,0,-1.0,3,RANDOM,
ACTS,MCAC_1,0,226,5047.0,2,,
PICT w SEEDS,MCAC_1,0,0,-1.0,3,,
PICT,MCAC_1,100,0,94.0,3,,
ACTS w SEEDS,MCAC_1,0,0,-1.0,3,,
ACTS,MCAC_1,100,0,-1.0,3,,
pMEDICI+,MCAC_1,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_1,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_1,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_1,100,0,-1.0,3,RANDOM,
ACTS,MCAC_1,0,227,270.0,2,,
PICT w SEEDS,MCAC_1,0,0,-1.0,3,,
PICT,MCAC_1,100,0,102.0,3,,
ACTS w SEEDS,MCAC_1,0,0,-1.0,3,,
ACTS,MCAC_1,100,0,-1.0,3,,
pMEDICI+,MCAC_1,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_1,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_1,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_1,100,0,-1.0,3,RANDOM,
ACTS,MCAC_1,0,227,282.0,2,,
PICT w SEEDS,MCAC_1,0,0,-1.0,3,,
PICT,MCAC_1,100,0,93.0,3,,
ACTS w SEEDS,MCAC_1,0,0,-1.0,3,,
ACTS,MCAC_1,100,0,-1.0,3,,
pMEDICI+,MCAC_1,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_1,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_1,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_1,100,0,-1.0,3,RANDOM,
ACTS,MCAC_1,0,227,270.0,2,,
PICT w SEEDS,MCAC_1,0,0,-1.0,3,,
PICT,MCAC_1,100,0,96.0,3,,
ACTS w SEEDS,MCAC_1,0,0,-1.0,3,,
ACTS,MCAC_1,100,0,-1.0,3,,
pMEDICI+,MCAC_1,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_1,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_1,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_1,100,0,-1.0,3,RANDOM,
ACTS,MCAC_1,0,227,280.0,2,,
PICT w SEEDS,MCAC_1,0,0,-1.0,3,,
PICT,MCAC_1,100,0,95.0,3,,
ACTS w SEEDS,MCAC_1,0,0,-1.0,3,,
ACTS,MCAC_1,100,0,-1.0,3,,
pMEDICI+,MCAC_1,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_1,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_1,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_1,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_1,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_1,100,0,-1.0,3,RANDOM,
ACTS,MCAC_2,0,74,3543.0,2,,
PICT w SEEDS,MCAC_2,0,0,-1.0,3,,
PICT,MCAC_2,100,0,94.0,3,,
ACTS w SEEDS,MCAC_2,0,146,58676.0,3,,
ACTS,MCAC_2,100,146,59364.0,3,,
pMEDICI+,MCAC_2,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_2,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_2,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_2,100,0,-1.0,3,RANDOM,
ACTS,MCAC_2,0,91,13.0,2,,
PICT w SEEDS,MCAC_2,0,0,-1.0,3,,
PICT,MCAC_2,100,0,98.0,3,,
ACTS w SEEDS,MCAC_2,0,146,58443.0,3,,
ACTS,MCAC_2,100,146,58970.0,3,,
pMEDICI+,MCAC_2,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_2,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_2,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_2,100,0,-1.0,3,RANDOM,
ACTS,MCAC_2,0,91,12.0,2,,
PICT w SEEDS,MCAC_2,0,0,-1.0,3,,
PICT,MCAC_2,100,0,101.0,3,,
ACTS w SEEDS,MCAC_2,0,146,58384.0,3,,
ACTS,MCAC_2,100,146,59093.0,3,,
pMEDICI+,MCAC_2,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_2,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_2,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_2,100,0,-1.0,3,RANDOM,
ACTS,MCAC_2,0,91,12.0,2,,
PICT w SEEDS,MCAC_2,0,0,-1.0,3,,
PICT,MCAC_2,100,0,68.0,3,,
ACTS w SEEDS,MCAC_2,0,146,58938.0,3,,
ACTS,MCAC_2,100,146,58904.0,3,,
pMEDICI+,MCAC_2,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_2,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_2,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_2,100,0,-1.0,3,RANDOM,
ACTS,MCAC_2,0,91,15.0,2,,
PICT w SEEDS,MCAC_2,0,0,-1.0,3,,
PICT,MCAC_2,100,0,97.0,3,,
ACTS w SEEDS,MCAC_2,0,146,59499.0,3,,
ACTS,MCAC_2,100,146,58993.0,3,,
pMEDICI+,MCAC_2,0,0,-1.0,3,AS_DECLARED,
pMEDICI,MCAC_2,100,0,-1.0,3,AS_DECLARED,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_2,0,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_2,100,0,-1.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_2,0,0,-1.0,3,RANDOM,
pMEDICI,MCAC_2,100,0,-1.0,3,RANDOM,
