Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
KALI,MCAC_9,0,150,69830.0,2,,
PICT,MCAC_9,0,0,-1.0,2,,
ACTS,MCAC_9,0,132,100805.0,2,,
pMEDICI+,MCAC_9,0,150,78903.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,0,150,79534.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,0,150,127660.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,0,150,126247.0,2,RANDOM,
PICT,MCAC_9,10,347,12161.0,2,,
ACTS,MCAC_9,10,132,98275.0,2,,
pMEDICI+,MCAC_9,10,153,126111.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,10,153,127783.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,10,152,127858.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,10,152,126738.0,2,RANDOM,
PICT,MCAC_9,20,331,30879.0,2,,
ACTS,MCAC_9,20,132,94166.0,2,,
pMEDICI+,MCAC_9,20,155,127000.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,20,155,127149.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,20,159,127469.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,20,156,126832.0,2,RANDOM,
PICT,MCAC_9,30,306,26618.0,2,,
ACTS,MCAC_9,30,132,100543.0,2,,
pMEDICI+,MCAC_9,30,152,126306.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,30,156,133136.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,30,159,130404.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,30,150,129191.0,2,RANDOM,
PICT,MCAC_9,40,268,7214.0,2,,
ACTS,MCAC_9,40,132,96929.0,2,,
pMEDICI+,MCAC_9,40,149,128581.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,40,149,139331.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,40,158,142137.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,40,150,138078.0,2,RANDOM,
PICT,MCAC_9,50,236,10091.0,2,,
ACTS,MCAC_9,50,132,89962.0,2,,
pMEDICI+,MCAC_9,50,147,141426.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,50,145,169252.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,50,159,176002.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,50,149,178935.0,2,RANDOM,
PICT,MCAC_9,60,208,12430.0,2,,
ACTS,MCAC_9,60,132,106677.0,2,,
pMEDICI+,MCAC_9,60,138,143748.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,60,136,175854.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,60,152,186568.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,60,139,184923.0,2,RANDOM,
PICT,MCAC_9,70,216,62781.0,2,,
ACTS,MCAC_9,70,132,121057.0,2,,
pMEDICI+,MCAC_9,70,132,134847.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,70,132,149596.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,70,142,146848.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,70,132,148813.0,2,RANDOM,
PICT,MCAC_9,80,216,67668.0,2,,
ACTS,MCAC_9,80,132,91250.0,2,,
pMEDICI+,MCAC_9,80,132,131870.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,80,132,133367.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,80,137,131145.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,80,143,130394.0,2,RANDOM,
PICT,MCAC_9,90,216,10780.0,2,,
ACTS,MCAC_9,90,132,105655.0,2,,
pMEDICI+,MCAC_9,90,132,130297.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,90,132,128194.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,90,140,128374.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,90,143,128617.0,2,RANDOM,
PICT,MCAC_9,100,216,52875.0,2,,
ACTS,MCAC_9,100,132,99478.0,2,,
pMEDICI,MCAC_9,100,134,129322.0,2,AS_DECLARED,
pMEDICI,MCAC_9,100,133,126212.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_9,100,140,125022.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_9,100,133,125220.0,2,RANDOM,
KALI,MCAC_9,0,150,69830.0,2,,
PICT,MCAC_9,0,0,-1.0,2,,
ACTS,MCAC_9,0,132,100805.0,2,,
pMEDICI+,MCAC_9,0,150,78903.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,0,150,79534.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,0,150,127660.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,0,150,126247.0,2,RANDOM,
PICT,MCAC_9,10,347,12161.0,2,,
ACTS,MCAC_9,10,132,98275.0,2,,
pMEDICI+,MCAC_9,10,153,126111.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,10,153,127783.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,10,152,127858.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,10,152,126738.0,2,RANDOM,
PICT,MCAC_9,20,331,30879.0,2,,
ACTS,MCAC_9,20,132,94166.0,2,,
pMEDICI+,MCAC_9,20,155,127000.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,20,155,127149.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,20,159,127469.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,20,156,126832.0,2,RANDOM,
PICT,MCAC_9,30,306,26618.0,2,,
ACTS,MCAC_9,30,132,100543.0,2,,
pMEDICI+,MCAC_9,30,152,126306.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,30,156,133136.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,30,159,130404.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,30,150,129191.0,2,RANDOM,
PICT,MCAC_9,40,268,7214.0,2,,
ACTS,MCAC_9,40,132,96929.0,2,,
pMEDICI+,MCAC_9,40,149,128581.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,40,149,139331.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,40,158,142137.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,40,150,138078.0,2,RANDOM,
PICT,MCAC_9,50,236,10091.0,2,,
ACTS,MCAC_9,50,132,89962.0,2,,
pMEDICI+,MCAC_9,50,147,141426.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,50,145,169252.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,50,159,176002.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,50,149,178935.0,2,RANDOM,
PICT,MCAC_9,60,208,12430.0,2,,
ACTS,MCAC_9,60,132,106677.0,2,,
pMEDICI+,MCAC_9,60,138,143748.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,60,136,175854.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,60,152,186568.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,60,139,184923.0,2,RANDOM,
PICT,MCAC_9,70,216,62781.0,2,,
ACTS,MCAC_9,70,132,121057.0,2,,
pMEDICI+,MCAC_9,70,132,134847.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,70,132,149596.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,70,142,146848.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,70,132,148813.0,2,RANDOM,
PICT,MCAC_9,80,216,67668.0,2,,
ACTS,MCAC_9,80,132,91250.0,2,,
pMEDICI+,MCAC_9,80,132,131870.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,80,132,133367.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,80,137,131145.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,80,143,130394.0,2,RANDOM,
PICT,MCAC_9,90,216,10780.0,2,,
ACTS,MCAC_9,90,132,105655.0,2,,
pMEDICI+,MCAC_9,90,132,130297.0,2,AS_DECLARED,
pMEDICI+,MCAC_9,90,132,128194.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_9,90,140,128374.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_9,90,143,128617.0,2,RANDOM,
PICT,MCAC_9,100,216,52875.0,2,,
ACTS,MCAC_9,100,132,99478.0,2,,
