Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
KALI,BOOLC_0,0,13,1052.0,2,,
PICT,BOOLC_0,0,0,-1.0,2,,
ACTS,BOOLC_0,0,10,1799.0,2,,
pMEDICI+,BOOLC_0,0,13,466.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,0,13,37.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,0,13,29.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,0,13,19.0,2,RANDOM,
PICT,BOOLC_0,10,0,-1.0,2,,
ACTS,BOOLC_0,10,10,1038.0,2,,
pMEDICI+,BOOLC_0,10,13,21.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,10,13,17.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,10,13,18.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,10,13,16.0,2,RANDOM,
PICT,BOOLC_0,20,0,-1.0,2,,
ACTS,BOOLC_0,20,10,953.0,2,,
pMEDICI+,BOOLC_0,20,14,21.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,20,14,22.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,20,12,16.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,20,14,18.0,2,RANDOM,
PICT,BOOLC_0,30,0,-1.0,2,,
ACTS,BOOLC_0,30,10,841.0,2,,
pMEDICI+,BOOLC_0,30,14,20.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,30,14,18.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,30,14,17.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,30,15,20.0,2,RANDOM,
PICT,BOOLC_0,40,0,-1.0,2,,
ACTS,BOOLC_0,40,10,884.0,2,,
pMEDICI+,BOOLC_0,40,13,20.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,40,13,21.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,40,13,18.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,40,13,18.0,2,RANDOM,
PICT,BOOLC_0,50,0,-1.0,2,,
ACTS,BOOLC_0,50,10,848.0,2,,
pMEDICI+,BOOLC_0,50,15,25.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,50,15,24.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,50,13,23.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,50,14,26.0,2,RANDOM,
PICT,BOOLC_0,60,0,-1.0,2,,
ACTS,BOOLC_0,60,10,837.0,2,,
pMEDICI+,BOOLC_0,60,11,20.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,60,12,23.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,60,13,22.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,60,11,20.0,2,RANDOM,
PICT,BOOLC_0,70,0,-1.0,2,,
ACTS,BOOLC_0,70,10,870.0,2,,
pMEDICI+,BOOLC_0,70,10,16.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,70,10,19.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,70,10,17.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,70,13,19.0,2,RANDOM,
PICT,BOOLC_0,80,0,-1.0,2,,
ACTS,BOOLC_0,80,10,846.0,2,,
pMEDICI+,BOOLC_0,80,10,19.0,2,AS_DECLARED,
pMEDICI+,BOOLC_0,80,11,17.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,BOOLC_0,80,11,18.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,BOOLC_0,80,11,16.0,2,RANDOM,
PICT,BOOLC_0,90,0,-1.0,2,,
ACTS,BOOLC_0,90,10,986.0,2,,
