Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
pMEDICI,MCA_0,100,5625,55745.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,0,5155,49299.0,3,RANDOM,
pMEDICI,MCA_0,100,4856,54358.0,3,RANDOM,
ACTS,MCA_0,0,230,3.0,2,,
PICT w SEEDS,MCA_0,0,230,52.0,3,,
PICT,MCA_0,100,253,58.0,3,,
ACTS w SEEDS,MCA_0,0,3409,134.0,3,,
ACTS,MCA_0,100,3409,134.0,3,,
pMEDICI+,MCA_0,0,4938,46131.0,3,AS_DECLARED,
pMEDICI,MCA_0,100,4992,56240.0,3,AS_DECLARED,
pMEDICI+,MCA_0,0,4302,52376.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,100,4308,67921.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,0,5623,44278.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,100,5631,56182.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,0,4640,48220.0,3,RANDOM,
pMEDICI,MCA_0,100,4870,57442.0,3,RANDOM,
ACTS,MCA_1,0,130,1.0,2,,
PICT w SEEDS,MCA_1,0,130,27.0,3,,
PICT,MCA_1,100,130,23.0,3,,
ACTS w SEEDS,MCA_1,0,260,1.0,3,,
ACTS,MCA_1,100,260,1.0,3,,
pMEDICI+,MCA_1,0,284,61.0,3,AS_DECLARED,
pMEDICI,MCA_1,100,286,81.0,3,AS_DECLARED,
pMEDICI+,MCA_1,0,269,56.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_1,100,264,84.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,283,62.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_1,100,290,80.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,282,60.0,3,RANDOM,
pMEDICI,MCA_1,100,290,80.0,3,RANDOM,
ACTS,MCA_1,0,130,1.0,2,,
PICT w SEEDS,MCA_1,0,130,22.0,3,,
PICT,MCA_1,100,130,19.0,3,,
ACTS w SEEDS,MCA_1,0,260,0.0,3,,
ACTS,MCA_1,100,260,0.0,3,,
pMEDICI+,MCA_1,0,283,61.0,3,AS_DECLARED,
pMEDICI,MCA_1,100,289,82.0,3,AS_DECLARED,
pMEDICI+,MCA_1,0,272,54.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_1,100,264,84.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,285,61.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_1,100,286,78.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,272,56.0,3,RANDOM,
pMEDICI,MCA_1,100,289,85.0,3,RANDOM,
ACTS,MCA_1,0,130,0.0,2,,
PICT w SEEDS,MCA_1,0,130,22.0,3,,
PICT,MCA_1,100,130,19.0,3,,
ACTS w SEEDS,MCA_1,0,260,1.0,3,,
ACTS,MCA_1,100,260,0.0,3,,
pMEDICI+,MCA_1,0,284,60.0,3,AS_DECLARED,
pMEDICI,MCA_1,100,285,80.0,3,AS_DECLARED,
pMEDICI+,MCA_1,0,271,55.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_1,100,262,83.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,284,61.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_1,100,293,87.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,282,60.0,3,RANDOM,
pMEDICI,MCA_1,100,287,77.0,3,RANDOM,
ACTS,MCA_1,0,130,0.0,2,,
PICT w SEEDS,MCA_1,0,130,21.0,3,,
PICT,MCA_1,100,130,20.0,3,,
ACTS w SEEDS,MCA_1,0,260,0.0,3,,
ACTS,MCA_1,100,260,1.0,3,,
pMEDICI+,MCA_1,0,281,60.0,3,AS_DECLARED,
pMEDICI,MCA_1,100,290,81.0,3,AS_DECLARED,
pMEDICI+,MCA_1,0,271,56.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_1,100,260,85.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,282,60.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_1,100,289,78.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,277,60.0,3,RANDOM,
pMEDICI,MCA_1,100,283,81.0,3,RANDOM,
ACTS,MCA_1,0,130,0.0,2,,
PICT w SEEDS,MCA_1,0,130,22.0,3,,
PICT,MCA_1,100,130,19.0,3,,
ACTS w SEEDS,MCA_1,0,260,1.0,3,,
ACTS,MCA_1,100,260,0.0,3,,
pMEDICI+,MCA_1,0,284,59.0,3,AS_DECLARED,
pMEDICI,MCA_1,100,291,79.0,3,AS_DECLARED,
pMEDICI+,MCA_1,0,271,57.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_1,100,262,84.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_1,0,286,61.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_1,100,291,79.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_1,0,279,58.0,3,RANDOM,
pMEDICI,MCA_1,100,279,84.0,3,RANDOM,
ACTS,MCA_2,0,250,5.0,2,,
PICT w SEEDS,MCA_2,0,250,64.0,3,,
PICT,MCA_2,100,285,92.0,3,,
ACTS w SEEDS,MCA_2,0,4398,365.0,3,,
ACTS,MCA_2,100,4398,381.0,3,,
pMEDICI+,MCA_2,0,6679,133012.0,3,AS_DECLARED,
pMEDICI,MCA_2,100,6678,167814.0,3,AS_DECLARED,
pMEDICI+,MCA_2,0,6037,140030.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_2,100,6127,178211.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_2,0,7357,119130.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_2,100,7367,150439.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_2,0,6650,129250.0,3,RANDOM,
pMEDICI,MCA_2,100,6621,153742.0,3,RANDOM,
ACTS,MCA_2,0,250,5.0,2,,
PICT w SEEDS,MCA_2,0,250,64.0,3,,
PICT,MCA_2,100,285,88.0,3,,
ACTS w SEEDS,MCA_2,0,4398,380.0,3,,
ACTS,MCA_2,100,4398,364.0,3,,
pMEDICI+,MCA_2,0,6661,128905.0,3,AS_DECLARED,
pMEDICI,MCA_2,100,6670,158919.0,3,AS_DECLARED,
pMEDICI+,MCA_2,0,6080,138935.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_2,100,6144,177633.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_2,0,7364,122027.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_2,100,7369,153009.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_2,0,6660,131379.0,3,RANDOM,
pMEDICI,MCA_2,100,6440,159027.0,3,RANDOM,
ACTS,MCA_2,0,250,5.0,2,,
PICT w SEEDS,MCA_2,0,250,68.0,3,,
PICT,MCA_2,100,285,93.0,3,,
ACTS w SEEDS,MCA_2,0,4398,370.0,3,,
ACTS,MCA_2,100,4398,364.0,3,,
pMEDICI+,MCA_2,0,6621,132634.0,3,AS_DECLARED,
pMEDICI,MCA_2,100,6673,160206.0,3,AS_DECLARED,
pMEDICI+,MCA_2,0,6075,140074.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_2,100,6164,176439.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_2,0,7352,121806.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_2,100,7346,152728.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_2,0,6212,125285.0,3,RANDOM,
pMEDICI,MCA_2,100,6374,194011.0,3,RANDOM,
ACTS,MCA_2,0,250,4.0,2,,
PICT w SEEDS,MCA_2,0,250,62.0,3,,
PICT,MCA_2,100,285,87.0,3,,
ACTS w SEEDS,MCA_2,0,4398,381.0,3,,
ACTS,MCA_2,100,4398,377.0,3,,
pMEDICI+,MCA_2,0,6643,127225.0,3,AS_DECLARED,
pMEDICI,MCA_2,100,6680,161738.0,3,AS_DECLARED,
pMEDICI+,MCA_2,0,6106,143854.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_2,100,6137,176224.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_2,0,7366,123161.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_2,100,7357,151522.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_2,0,6191,139341.0,3,RANDOM,
pMEDICI,MCA_2,100,6668,175112.0,3,RANDOM,
ACTS,MCA_2,0,250,5.0,2,,
PICT w SEEDS,MCA_2,0,250,65.0,3,,
PICT,MCA_2,100,285,91.0,3,,
ACTS w SEEDS,MCA_2,0,4398,371.0,3,,
ACTS,MCA_2,100,4398,369.0,3,,
pMEDICI+,MCA_2,0,6657,130802.0,3,AS_DECLARED,
pMEDICI,MCA_2,100,6665,158157.0,3,AS_DECLARED,
pMEDICI+,MCA_2,0,6021,135408.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_2,100,6155,176027.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_2,0,7335,121954.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_2,100,7340,149712.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_2,0,6578,130645.0,3,RANDOM,
pMEDICI,MCA_2,100,6423,159390.0,3,RANDOM,
ACTS,MCA_3,0,233,2.0,2,,
PICT w SEEDS,MCA_3,0,233,55.0,3,,
PICT,MCA_3,100,251,56.0,3,,
ACTS w SEEDS,MCA_3,0,3841,109.0,3,,
ACTS,MCA_3,100,3841,107.0,3,,
pMEDICI+,MCA_3,0,5462,40454.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5443,52554.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5170,47081.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5220,64545.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5937,36697.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5924,50613.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5813,39038.0,3,RANDOM,
pMEDICI,MCA_3,100,5553,59134.0,3,RANDOM,
ACTS,MCA_3,0,233,2.0,2,,
PICT w SEEDS,MCA_3,0,233,52.0,3,,
PICT,MCA_3,100,251,54.0,3,,
ACTS w SEEDS,MCA_3,0,3841,109.0,3,,
ACTS,MCA_3,100,3841,107.0,3,,
pMEDICI+,MCA_3,0,5443,39403.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5475,52164.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5174,45632.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5223,64180.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5920,36511.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5901,50721.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5571,40313.0,3,RANDOM,
pMEDICI,MCA_3,100,5611,52978.0,3,RANDOM,
ACTS,MCA_3,0,233,3.0,2,,
PICT w SEEDS,MCA_3,0,233,52.0,3,,
PICT,MCA_3,100,251,54.0,3,,
ACTS w SEEDS,MCA_3,0,3841,110.0,3,,
ACTS,MCA_3,100,3841,111.0,3,,
pMEDICI+,MCA_3,0,5438,39230.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5431,51769.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5185,46728.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5205,64047.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5955,37739.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5923,51212.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5402,38950.0,3,RANDOM,
pMEDICI,MCA_3,100,5614,53122.0,3,RANDOM,
ACTS,MCA_3,0,233,2.0,2,,
PICT w SEEDS,MCA_3,0,233,54.0,3,,
PICT,MCA_3,100,251,54.0,3,,
ACTS w SEEDS,MCA_3,0,3841,109.0,3,,
ACTS,MCA_3,100,3841,109.0,3,,
pMEDICI+,MCA_3,0,5448,39705.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5474,51061.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5125,45111.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5251,64940.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5911,36489.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5928,50295.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5583,40285.0,3,RANDOM,
pMEDICI,MCA_3,100,5364,54980.0,3,RANDOM,
ACTS,MCA_3,0,233,3.0,2,,
PICT w SEEDS,MCA_3,0,233,52.0,3,,
PICT,MCA_3,100,251,53.0,3,,
ACTS w SEEDS,MCA_3,0,3841,118.0,3,,
ACTS,MCA_3,100,3841,107.0,3,,
pMEDICI+,MCA_3,0,5477,39238.0,3,AS_DECLARED,
pMEDICI,MCA_3,100,5456,51419.0,3,AS_DECLARED,
pMEDICI+,MCA_3,0,5186,46135.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_3,100,5237,64973.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_3,0,5923,38037.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_3,100,5961,50822.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_3,0,5263,42455.0,3,RANDOM,
pMEDICI,MCA_3,100,5422,53695.0,3,RANDOM,
ACTS,MCA_4,0,112,0.0,2,,
PICT w SEEDS,MCA_4,0,112,33.0,3,,
PICT,MCA_4,100,108,25.0,3,,
ACTS w SEEDS,MCA_4,0,854,6.0,3,,
ACTS,MCA_4,100,854,6.0,3,,
pMEDICI+,MCA_4,0,1090,1050.0,3,AS_DECLARED,
pMEDICI,MCA_4,100,1083,1240.0,3,AS_DECLARED,
pMEDICI+,MCA_4,0,950,1112.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_4,100,943,1369.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_4,0,1250,990.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_4,100,1213,1175.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_4,0,1056,1071.0,3,RANDOM,
pMEDICI,MCA_4,100,1018,1196.0,3,RANDOM,
ACTS,MCA_4,0,112,0.0,2,,
PICT w SEEDS,MCA_4,0,112,27.0,3,,
PICT,MCA_4,100,108,22.0,3,,
ACTS w SEEDS,MCA_4,0,854,5.0,3,,
ACTS,MCA_4,100,854,6.0,3,,
pMEDICI+,MCA_4,0,1088,1034.0,3,AS_DECLARED,
pMEDICI,MCA_4,100,1094,1270.0,3,AS_DECLARED,
pMEDICI+,MCA_4,0,937,1091.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_4,100,936,1376.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_4,0,1230,1006.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_4,100,1214,1143.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_4,0,1108,1055.0,3,RANDOM,
pMEDICI,MCA_4,100,1128,1239.0,3,RANDOM,
ACTS,MCA_4,0,112,0.0,2,,
PICT w SEEDS,MCA_4,0,112,29.0,3,,
PICT,MCA_4,100,108,23.0,3,,
ACTS w SEEDS,MCA_4,0,854,6.0,3,,
ACTS,MCA_4,100,854,6.0,3,,
pMEDICI+,MCA_4,0,1092,1061.0,3,AS_DECLARED,
pMEDICI,MCA_4,100,1106,1277.0,3,AS_DECLARED,
pMEDICI+,MCA_4,0,937,1114.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_4,100,943,1374.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_4,0,1231,978.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_4,100,1226,1160.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_4,0,987,1081.0,3,RANDOM,
pMEDICI,MCA_4,100,1109,1241.0,3,RANDOM,
ACTS,MCA_4,0,112,1.0,2,,
PICT w SEEDS,MCA_4,0,112,29.0,3,,
PICT,MCA_4,100,108,21.0,3,,
ACTS w SEEDS,MCA_4,0,854,6.0,3,,
ACTS,MCA_4,100,854,6.0,3,,
pMEDICI+,MCA_4,0,1079,1043.0,3,AS_DECLARED,
pMEDICI,MCA_4,100,1080,1234.0,3,AS_DECLARED,
pMEDICI+,MCA_4,0,944,1115.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_4,100,945,1392.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_4,0,1220,983.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_4,100,1205,1164.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_4,0,1112,1096.0,3,RANDOM,
pMEDICI,MCA_4,100,1015,1336.0,3,RANDOM,
ACTS,MCA_4,0,112,1.0,2,,
PICT w SEEDS,MCA_4,0,112,29.0,3,,
PICT,MCA_4,100,108,22.0,3,,
ACTS w SEEDS,MCA_4,0,854,6.0,3,,
ACTS,MCA_4,100,854,5.0,3,,
pMEDICI+,MCA_4,0,1100,1043.0,3,AS_DECLARED,
pMEDICI,MCA_4,100,1079,1257.0,3,AS_DECLARED,
pMEDICI+,MCA_4,0,946,1112.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_4,100,933,1355.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_4,0,1221,1002.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_4,100,1210,1148.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_4,0,1101,1082.0,3,RANDOM,
pMEDICI,MCA_4,100,1081,1218.0,3,RANDOM,
ACTS,MCA_5,0,216,1.0,2,,
PICT w SEEDS,MCA_5,0,216,53.0,3,,
PICT,MCA_5,100,252,50.0,3,,
ACTS w SEEDS,MCA_5,0,3134,64.0,3,,
ACTS,MCA_5,100,3134,62.0,3,,
pMEDICI+,MCA_5,0,4014,21486.0,3,AS_DECLARED,
pMEDICI,MCA_5,100,4009,28031.0,3,AS_DECLARED,
pMEDICI+,MCA_5,0,3948,24205.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_5,100,3969,35449.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_5,0,4757,17736.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_5,100,4737,26216.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_5,0,4176,19993.0,3,RANDOM,
pMEDICI,MCA_5,100,3966,27036.0,3,RANDOM,
ACTS,MCA_5,0,216,1.0,2,,
PICT w SEEDS,MCA_5,0,216,50.0,3,,
PICT,MCA_5,100,252,49.0,3,,
ACTS w SEEDS,MCA_5,0,3134,63.0,3,,
ACTS,MCA_5,100,3134,63.0,3,,
pMEDICI+,MCA_5,0,4002,21313.0,3,AS_DECLARED,
pMEDICI,MCA_5,100,4004,29643.0,3,AS_DECLARED,
pMEDICI+,MCA_5,0,3913,27905.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_5,100,3965,35450.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_5,0,4738,17777.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_5,100,4740,26248.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_5,0,4258,19138.0,3,RANDOM,
pMEDICI,MCA_5,100,4267,26412.0,3,RANDOM,
ACTS,MCA_5,0,216,2.0,2,,
PICT w SEEDS,MCA_5,0,216,51.0,3,,
PICT,MCA_5,100,252,47.0,3,,
ACTS w SEEDS,MCA_5,0,3134,62.0,3,,
ACTS,MCA_5,100,3134,63.0,3,,
pMEDICI+,MCA_5,0,4027,21562.0,3,AS_DECLARED,
pMEDICI,MCA_5,100,3985,28116.0,3,AS_DECLARED,
pMEDICI+,MCA_5,0,3908,24179.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_5,100,3966,35609.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_5,0,4756,17476.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_5,100,4780,26108.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_5,0,4184,19594.0,3,RANDOM,
pMEDICI,MCA_5,100,4508,30750.0,3,RANDOM,
ACTS,MCA_5,0,216,2.0,2,,
PICT w SEEDS,MCA_5,0,216,47.0,3,,
PICT,MCA_5,100,252,48.0,3,,
ACTS w SEEDS,MCA_5,0,3134,63.0,3,,
ACTS,MCA_5,100,3134,64.0,3,,
pMEDICI+,MCA_5,0,4034,21391.0,3,AS_DECLARED,
pMEDICI,MCA_5,100,4009,28347.0,3,AS_DECLARED,
pMEDICI+,MCA_5,0,3940,24129.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_5,100,3979,36269.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_5,0,4764,17520.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_5,100,4790,26242.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_5,0,4252,20913.0,3,RANDOM,
pMEDICI,MCA_5,100,4424,26116.0,3,RANDOM,
ACTS,MCA_5,0,216,2.0,2,,
PICT w SEEDS,MCA_5,0,216,50.0,3,,
PICT,MCA_5,100,252,48.0,3,,
ACTS w SEEDS,MCA_5,0,3134,63.0,3,,
ACTS,MCA_5,100,3134,63.0,3,,
pMEDICI+,MCA_5,0,3991,21362.0,3,AS_DECLARED,
pMEDICI,MCA_5,100,4010,27810.0,3,AS_DECLARED,
pMEDICI+,MCA_5,0,3958,24468.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_5,100,3965,35868.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_5,0,4726,17678.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_5,100,4764,26543.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_5,0,4577,19973.0,3,RANDOM,
pMEDICI,MCA_5,100,4063,26815.0,3,RANDOM,
ACTS,MCA_6,0,230,1.0,2,,
PICT w SEEDS,MCA_6,0,230,38.0,3,,
PICT,MCA_6,100,235,32.0,3,,
ACTS w SEEDS,MCA_6,0,3089,20.0,3,,
ACTS,MCA_6,100,3089,20.0,3,,
pMEDICI+,MCA_6,0,4447,11368.0,3,AS_DECLARED,
pMEDICI,MCA_6,100,4417,13186.0,3,AS_DECLARED,
pMEDICI+,MCA_6,0,3777,12607.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_6,100,3803,15489.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_6,0,4767,10698.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_6,100,4732,12426.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_6,0,4563,11038.0,3,RANDOM,
pMEDICI,MCA_6,100,4219,12927.0,3,RANDOM,
ACTS,MCA_6,0,230,1.0,2,,
PICT w SEEDS,MCA_6,0,230,35.0,3,,
PICT,MCA_6,100,235,31.0,3,,
ACTS w SEEDS,MCA_6,0,3089,19.0,3,,
ACTS,MCA_6,100,3089,19.0,3,,
pMEDICI+,MCA_6,0,4430,11435.0,3,AS_DECLARED,
pMEDICI,MCA_6,100,4408,13217.0,3,AS_DECLARED,
pMEDICI+,MCA_6,0,3773,12755.0,3,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_6,100,3782,15691.0,3,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_6,0,4733,10744.0,3,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_6,100,4735,12656.0,3,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_6,0,4034,11538.0,3,RANDOM,
pMEDICI,MCA_6,100,4143,13800.0,3,RANDOM,
ACTS,MCA_6,0,230,1.0,2,,
