Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
ACTS,MCAC_0,0,182,221086.0,2,,
PICT,MCAC_0,0,0,-1.0,2,,
ACTS,MCAC_0,0,182,218766.0,2,,
pMEDICI+,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,0,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,10,0,-1.0,2,,
ACTS,MCAC_0,10,182,220258.0,2,,
pMEDICI+,MCAC_0,10,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,10,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,10,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,10,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,20,0,-1.0,2,,
ACTS,MCAC_0,20,182,217874.0,2,,
pMEDICI+,MCAC_0,20,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,20,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,20,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,20,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,30,0,-1.0,2,,
ACTS,MCAC_0,30,182,221384.0,2,,
pMEDICI+,MCAC_0,30,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,30,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,30,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,30,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,40,0,-1.0,2,,
ACTS,MCAC_0,40,182,220008.0,2,,
pMEDICI+,MCAC_0,40,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,40,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,40,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,40,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,50,0,-1.0,2,,
ACTS,MCAC_0,50,182,218622.0,2,,
pMEDICI+,MCAC_0,50,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,50,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,50,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,50,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,60,0,-1.0,2,,
ACTS,MCAC_0,60,182,217993.0,2,,
pMEDICI+,MCAC_0,60,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,60,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,60,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,60,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,70,0,-1.0,2,,
ACTS,MCAC_0,70,182,220382.0,2,,
pMEDICI+,MCAC_0,70,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,70,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,70,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,70,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,80,0,-1.0,2,,
ACTS,MCAC_0,80,182,219309.0,2,,
pMEDICI+,MCAC_0,80,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,80,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,80,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,80,0,-1.0,2,RANDOM,
pMEDICI,MCAC_0,0,0,-1.0,2,RANDOM,
PICT,MCAC_0,90,0,-1.0,2,,
ACTS,MCAC_0,90,182,216864.0,2,,
pMEDICI+,MCAC_0,90,0,-1.0,2,AS_DECLARED,
pMEDICI,MCAC_0,0,0,-1.0,2,AS_DECLARED,
pMEDICI+,MCAC_0,90,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCAC_0,90,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCAC_0,0,0,-1.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCAC_0,90,0,-1.0,2,RANDOM,
