Generator,ModelName,PercentageOfOldTsKept,TSSize,TSTime,Strength,Ordering,
KALI,MCA_0,0,432,5787.0,2,,
PICT,MCA_0,0,864,114.0,2,,
ACTS,MCA_0,0,662,45.0,2,,
pMEDICI,MCA_0,0,1195,407.0,2,AS_DECLARED,
pMEDICI,MCA_0,0,1170,354.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,0,1248,376.0,2,IN_ORDER_SIZE_ASC,
pMEDICI,MCA_0,0,1222,376.0,2,RANDOM,
PICT,MCA_0,10,810,91.0,2,,
ACTS,MCA_0,10,619,10.0,2,,
pMEDICI+,MCA_0,10,423,255.0,2,AS_DECLARED,
pMEDICI+,MCA_0,10,419,220.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,10,431,216.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,10,428,188.0,2,RANDOM,
PICT,MCA_0,20,691,84.0,2,,
ACTS,MCA_0,20,542,14.0,2,,
pMEDICI+,MCA_0,20,403,171.0,2,AS_DECLARED,
pMEDICI+,MCA_0,20,386,184.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,20,419,196.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,20,397,199.0,2,RANDOM,
PICT,MCA_0,30,553,78.0,2,,
ACTS,MCA_0,30,449,5.0,2,,
pMEDICI+,MCA_0,30,374,164.0,2,AS_DECLARED,
pMEDICI+,MCA_0,30,355,163.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,30,418,167.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,30,377,185.0,2,RANDOM,
PICT,MCA_0,40,428,94.0,2,,
ACTS,MCA_0,40,362,7.0,2,,
pMEDICI+,MCA_0,40,346,151.0,2,AS_DECLARED,
pMEDICI+,MCA_0,40,321,156.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,40,393,152.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,40,339,168.0,2,RANDOM,
PICT,MCA_0,50,333,80.0,2,,
ACTS,MCA_0,50,296,5.0,2,,
pMEDICI+,MCA_0,50,327,135.0,2,AS_DECLARED,
pMEDICI+,MCA_0,50,311,161.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,50,387,143.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,50,339,156.0,2,RANDOM,
PICT,MCA_0,60,282,78.0,2,,
ACTS,MCA_0,60,257,4.0,2,,
pMEDICI+,MCA_0,60,329,136.0,2,AS_DECLARED,
pMEDICI+,MCA_0,60,309,172.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,60,389,122.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,60,360,161.0,2,RANDOM,
PICT,MCA_0,70,261,77.0,2,,
ACTS,MCA_0,70,239,4.0,2,,
pMEDICI+,MCA_0,70,338,149.0,2,AS_DECLARED,
pMEDICI+,MCA_0,70,313,167.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,70,378,136.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,70,362,155.0,2,RANDOM,
PICT,MCA_0,80,257,76.0,2,,
ACTS,MCA_0,80,232,3.0,2,,
pMEDICI+,MCA_0,80,331,137.0,2,AS_DECLARED,
pMEDICI+,MCA_0,80,316,161.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,80,382,129.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,80,365,131.0,2,RANDOM,
PICT,MCA_0,90,257,75.0,2,,
ACTS,MCA_0,90,231,5.0,2,,
pMEDICI+,MCA_0,90,334,149.0,2,AS_DECLARED,
pMEDICI+,MCA_0,90,308,186.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,90,380,128.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,90,346,159.0,2,RANDOM,
PICT,MCA_0,100,253,70.0,2,,
ACTS,MCA_0,100,230,4.0,2,,
pMEDICI+,MCA_0,100,331,138.0,2,AS_DECLARED,
pMEDICI+,MCA_0,100,314,166.0,2,IN_ORDER_SIZE_DESC,
pMEDICI+,MCA_0,100,391,132.0,2,IN_ORDER_SIZE_ASC,
pMEDICI+,MCA_0,100,362,147.0,2,RANDOM,
KALI,MCA_0,0,443,3886.0,2,,
PICT,MCA_0,0,886,113.0,2,,
ACTS,MCA_0,0,673,4.0,2,,
pMEDICI,MCA_0,0,1212,387.0,2,AS_DECLARED,
pMEDICI,MCA_0,0,1200,368.0,2,IN_ORDER_SIZE_DESC,
pMEDICI,MCA_0,0,1266,381.0,2,IN_ORDER_SIZE_ASC,
